"id","surveyId","questionId","value","createdAt"
"cmoecypec0080f1jcqvwyqtzs","cmoecype6007gf1jcidsm4sjl","cmoecyowe001bf1jc147lay2z",4,"2026-04-25T13:11:27.252Z"
"cmoecypec0081f1jc44vm4lfo","cmoecype6007gf1jcidsm4sjl","cmoecyowk001df1jcitlpfot4",5,"2026-04-25T13:11:27.252Z"
"cmoecypec0082f1jcg67j03zs","cmoecype6007gf1jcidsm4sjl","cmoecyowr001ff1jcvai6ub9l",5,"2026-04-25T13:11:27.252Z"
"cmoecypec0083f1jct3oc7ee2","cmoecype6007gf1jcidsm4sjl","cmoecyowx001hf1jcitibv2kc",4,"2026-04-25T13:11:27.252Z"
"cmoecypec0084f1jca4v0wnoi","cmoecype6007gf1jcidsm4sjl","cmoecyox2001jf1jcxlmrbsix",3,"2026-04-25T13:11:27.252Z"
"cmoecypec0085f1jcitkcr7q8","cmoecype6007gf1jcidsm4sjl","cmoecyox8001lf1jclaojl3u4",5,"2026-04-25T13:11:27.252Z"
"cmoecypec0086f1jcsvcz5cdv","cmoecype6007gf1jcidsm4sjl","cmoecyoxf001nf1jcpcn43q2h",4,"2026-04-25T13:11:27.252Z"
"cmoecypec0087f1jc0uiq76it","cmoecype6007gf1jcidsm4sjl","cmoecyoxm001pf1jck372pscl",4,"2026-04-25T13:11:27.252Z"
"cmoecypev008cf1jcmc1wmz2l","cmoecypep008bf1jcluon3xli","cmoecyosy0009f1jcnyjiqtrv",5,"2026-04-25T13:11:27.271Z"
"cmoecypev008df1jco5f0a4nl","cmoecypep008bf1jcluon3xli","cmoecyot5000bf1jcz72lbhd2",5,"2026-04-25T13:11:27.271Z"
"cmoecypev008ef1jcwdtvfd4k","cmoecypep008bf1jcluon3xli","cmoecyotd000df1jc6lsgcq0q",5,"2026-04-25T13:11:27.271Z"
"cmoecypev008ff1jcc8qd0pvm","cmoecypep008bf1jcluon3xli","cmoecyotj000ff1jcdbezkhdn",5,"2026-04-25T13:11:27.271Z"
"cmoecypev008gf1jci7cr5frq","cmoecypep008bf1jcluon3xli","cmoecyotr000hf1jcjt49goml",5,"2026-04-25T13:11:27.271Z"
"cmoecypev008hf1jc8mkmnsc4","cmoecypep008bf1jcluon3xli","cmoecyotw000jf1jc5ttuthae",4,"2026-04-25T13:11:27.271Z"
